title,scoiety,price,area,when ready,link
"3 BHK Apartment for Sale in Narang Vivenda, Malad West Mumbai",none,Rs 4.67 Cr ,1401 sqft,Dec '29,https://www.magicbricks.com/narang-vivenda-malad-west-mumbai-pdpid-4d4235343230373637
"3 BHK Apartment for Sale in Hubtown 25 South, Prabhadevi Mumbai",none,Rs 18.01 Cr ,1716 sqft,Dec '30,https://www.magicbricks.com/hubtown-25-south-prabhadevi-mumbai-pdpid-4d4235313538353937
"3 BHK Apartment for Sale in The Gateway, Sewri Mumbai",none,Rs 5.67 Cr ,1258 sqft,Sep '28,https://www.magicbricks.com/the-gateway-sewri-mumbai-pdpid-4d4235343139393737
"3 BHK Apartment for Sale in Kalpataru Magnus, Bandra East Mumbai",none,Rs 8.68 Cr ,1447 sqft,New Property,https://www.magicbricks.com/kalpataru-magnus-bandra-east-mumbai-pdpid-4d4235313135343639
"2 BHK Apartment for Sale in Mahindra Vista, Kandivali East Mumbai",none,Rs 2.28 Cr ,773 sqft,Dec '29,https://www.magicbricks.com/mahindra-vista-kandivali-east-mumbai-pdpid-4d4235343138383837
"3 BHK Apartment for Sale in Prestige Jasdan Classic, Byculla Mumbai",none,Rs 5.93 Cr ,1256 sqft,Dec '25,https://www.magicbricks.com/prestige-jasdan-classic-byculla-mumbai-pdpid-4d4235333230303837
"3 BHK Apartment for Sale in Sunteck Beach Residences, Vasai West Mumbai",none,Rs 1.18 Cr ,785 sqft,Dec '27,https://www.magicbricks.com/sunteck-beach-residences-vasai-west-mumbai-pdpid-4d4235333332343239
"2 BHK Apartment for Sale in Vihang Luxuria, Mira Road East Mumbai",none,Rs 99.6 Lac ,620 sqft,Dec '27,https://www.magicbricks.com/vihang-luxuria-mira-road-east-mumbai-pdpid-4d4235333936373139
"3 BHK Apartment for Sale in Lodha Bellevue, Byculla Mumbai",none,Rs 4.38 Cr ,876 sqft,Sep '28,https://www.magicbricks.com/lodha-bellevue-byculla-mumbai-pdpid-4d4235333334373935
"2 BHK Apartment for Sale in Ruparel Vivanza, Byculla East Mumbai",Ruparel Vivanza,Rs 2.49 Cr ,635 sqft,Mar '27,no link
"2 BHK Apartment for Sale in Raymond The Address by GS Bandra, Bandra East Mumbai",Raymond The Address by GS Bandra,Rs 3.09 Cr ,645 sqft,Jan '30,no link
"3 BHK Apartment for Sale in Sunteck City 4th Avenue, Goregaon West Mumbai",Sunteck City 4th Avenue,Rs 3.92 Cr ,1036 sqft,Dec '25,no link
"3 BHK Apartment for Sale in Romell Orbis, Andheri East Mumbai",Romell Orbis,Rs 2.64 Cr ,858 sqft,Sep '26,no link
"2 BHK Apartment for Sale in Purva Clermont, Chembur Mumbai",Purva Clermont,Rs 2.37 Cr ,533 sqft,Oct '25,no link
"3 BHK Apartment for Sale in Rustomjee Crown, Prabhadevi Mumbai",Rustomjee Crown,Rs 10.66 Cr ,1421 sqft,Dec '25,no link
"3 BHK Apartment for Sale in Mahindra Vista, Kandivali East Mumbai",Mahindra Vista,Rs 2.85 Cr ,1120 sqft,Dec '29,no link
"2 BHK Apartment for Sale in Avant Hillway, Goregaon East Mumbai",Avant Hillway,Rs 1.66 Cr ,618 sqft,New Property,no link
3 BHK Apartment for Sale in Juhu Mumbai,none,Rs 7.50 Cr ,1240 sqft,to Move,no link
"2 BHK Apartment for Sale in Ruchita Bliss, Nalasopara West Mumbai",Ruchita Bliss,Rs 66.5 Lac ,640 sqft,Dec '27,no link
"2 BHK Apartment for Sale in Kanakia Silicon Valley, Powai Mumbai",none,Rs 3.25 Cr ,728 sqft,to Move,https://www.magicbricks.com/kanakia-silicon-valley-powai-mumbai-pdpid-4d4235313336343131
"3 BHK Apartment for Sale in Prestige Forest Hills, Mulund West Mumbai",Prestige Forest Hills,Rs 3.44 Cr ,1300 sqft,Dec '30,no link
"2 BHK Apartment for Sale in Hubtown Seasons, Chembur Mumbai",Hubtown Seasons,Rs 2.78 Cr ,742 sqft,Dec '25,no link
"2 BHK Apartment for Sale in Sheth 72 West, Andheri West Mumbai",Sheth 72 West,Rs 3.33 Cr ,793 sqft,Jun '26,no link
"3 BHK Apartment for Sale in Piramal Aranya , Byculla Mumbai",Piramal Aranya ,Rs 7.30 Cr ,1424 sqft,New Property,no link
"3 BHK Apartment for Sale in Omkar Alta Monte, Malad East Mumbai",none,Rs 2.37 Cr ,933 sqft,Dec '25,https://www.magicbricks.com/omkar-alta-monte-malad-east-mumbai-pdpid-4d4235303139393139
"3 BHK Apartment for Sale in Runwal Forests, Kanjurmarg West Mumbai",none,Rs 3.10 Cr ,1129 sqft,to Move,https://www.magicbricks.com/runwal-forests-kanjurmarg-west-mumbai-pdpid-4d4235303238383430
"2 BHK Apartment for Sale in Godrej Nest, Kandivali East Mumbai",none,Rs 1.60 Cr ,700 sqft,to Move,https://www.magicbricks.com/godrej-nest-kandivali-east-mumbai-pdpid-4d4235313236333739
"3 BHK Apartment for Sale in L&T Elixir Reserve, Powai Mumbai",none,Rs 4.90 Cr ,1332 sqft,Jun '26,https://www.magicbricks.com/l&t-elixir-reserve-powai-mumbai-pdpid-4d4235333236323137
"3 BHK Apartment for Sale in Lokhandwala Minerva, Mahalakshmi Mumbai",none,Rs 8.50 Cr ,2050 sqft,to Move,https://www.magicbricks.com/lokhandwala-minerva-mahalakshmi-mumbai-pdpid-4d4235303230383330
"2 BHK Apartment for Sale in Raheja Solitiare, Goregaon West Mumbai",none,Rs 1.95 Cr ,730 sqft,to Move,https://www.magicbricks.com/raheja-solitiare-goregaon-west-mumbai-pdpid-4d4235303030393633
"3 BHK Apartment for Sale in Paranjape Athena, Bandra East Mumbai",none,Rs 3.45 Cr ,893 sqft,Mar '26,https://www.magicbricks.com/paranjape-athena-bandra-east-mumbai-pdpid-4d4235333939343839
"3 BHK Apartment for Sale in Sethia Pride, Kandivali East Mumbai",none,Rs 2.86 Cr ,1085 sqft,Dec '26,https://www.magicbricks.com/sethia-pride-kandivali-east-mumbai-pdpid-4d4235333334373035
"2 BHK Apartment for Sale in Chandiwala Pearl Heaven, Andheri East Mumbai",none,Rs 1.38 Cr ,500 sqft,to Move,https://www.magicbricks.com/chandiwala-pearl-heaven-andheri-east-mumbai-pdpid-4d4235333235323433
"2 BHK Apartment for Sale in Kalpataru Radiance, Goregaon West Mumbai",none,Rs 3.20 Cr ,932 sqft,to Move,https://www.magicbricks.com/kalpataru-radiance-goregaon-west-mumbai-pdpid-4d4235303231333830
"3 BHK Apartment for Sale in Rustomjee Elanza, Malad West Mumbai",none,Rs 3.20 Cr ,1000 sqft,to Move,https://www.magicbricks.com/rustomjee-elanza-malad-west-mumbai-pdpid-4d4235303138373933
3 BHK Apartment for Sale in Juhu Mumbai,none,Rs 8.25 Cr ,1432 sqft,to Move,no link
"3 BHK Apartment for Sale in Provenance Four Seasons Private Residences, Worli Mumbai",Provenance Four Seasons Private Residences,Rs 42.21 Cr ,3415 sqft,to Move,no link
"3 BHK Apartment for Sale in Hiranandani Heritage, Powai Mumbai",none,Rs 5.17 Cr ,1120 sqft,to Move,https://www.magicbricks.com/hiranandani-heritage-powai-mumbai-pdpid-4d4235303837363830
"2 BHK Apartment for Sale in Sai Chintan Apartment, Vile Parle East Mumbai",none,Rs 4 Cr ,850 sqft,May '25,https://www.magicbricks.com/sai-chintan-apartment-vile-parle-east-mumbai-pdpid-4d4235303638343239
"2 BHK Apartment for Sale in Techovision Vivanta Marvel, Mira Road East Mumbai",none,Rs 94.5 Lac ,700 sqft,May '25,https://www.magicbricks.com/techovision-vivanta-marvel-mira-road-east-mumbai-pdpid-4d4235333233393437
"2 BHK Apartment for Sale in Evershine Amavi 303, Virar West Mumbai",Evershine Amavi 303,Rs 63.4 Lac ,535 sqft,to Move,no link
"3 BHK Apartment for Sale in Sugee Marina Bay, Worli Mumbai",none,Rs 16.35 Cr ,1847 sqft,Jun '25,https://www.magicbricks.com/sugee-marina-bay-worli-mumbai-pdpid-4d4235323332313631
"2 BHK Apartment for Sale in Sunteck City 4th Avenue, Goregaon West Mumbai",Sunteck City 4th Avenue,Rs 2.45 Cr ,921 sqft,to Move,no link
"3 BHK Apartment for Sale in Runwal OYT, Sion Mumbai",Runwal OYT,Rs 2.70 Cr ,916 sqft,to Move,no link
"2 BHK Apartment for Sale in Puneet Amarjyoti, Vikhroli Mumbai",none,Rs 100 Lac ,560 sqft,Dec '26,https://www.magicbricks.com/puneet-amarjyoti-vikhroli-mumbai-pdpid-4d4235333336383133
"2 BHK Apartment for Sale in WMI Ashford Regal, Bhandup West Mumbai",WMI Ashford Regal,Rs 1.49 Cr ,602 sqft,Mar '26,no link
"2 BHK Apartment for Sale in Cllaro Urban Grandeur, Mira Road East Mumbai",none,Rs 1.07 Cr ,714 sqft,Dec '25,https://www.magicbricks.com/cllaro-urban-grandeur-mira-road-east-mumbai-pdpid-4d4235333335393539
"2 BHK Apartment for Sale in 127 Raj Home, Mira Road East Mumbai",none,Rs 90.3 Lac ,652 sqft,to Move,https://www.magicbricks.com/127-raj-home-mira-road-east-mumbai-pdpid-4d4235333334323631
"2 BHK Apartment for Sale in Dosti Eastern Bay, Wadala East Mumbai",none,Rs 2.60 Cr ,676 sqft,to Move,https://www.magicbricks.com/dosti-eastern-bay-wadala-east-mumbai-pdpid-4d4235313933373939
"3 BHK Apartment for Sale in Oberoi Esquire, Goregaon East Mumbai",none,Rs 8 Cr ,1367 sqft,to Move,https://www.magicbricks.com/oberoi-esquire-goregaon-east-mumbai-pdpid-4d4235303230303039
"3 BHK Apartment for Sale in Godrej Bliss, Kandivali East Mumbai",none,Rs 2.36 Cr ,980 sqft,Dec '28,https://www.magicbricks.com/godrej-bliss-kandivali-east-mumbai-pdpid-4d4235343130333237
"3 BHK Apartment for Sale in Raheja Vihar, Powai Mumbai",none,Rs 3.25 Cr ,1250 sqft,to Move,https://www.magicbricks.com/raheja-vihar-powai-mumbai-pdpid-4d4235303139323330
2 BHK Apartment for Sale in Kandivali East Mumbai,none,Rs 1.20 Cr ,600 sqft,to Move,no link
"2 BHK Apartment for Sale in Godrej Horizon, Wadala Mumbai",none,Rs 2.60 Cr ,689 sqft,Jun '27,https://www.magicbricks.com/godrej-horizon-wadala-mumbai-pdpid-4d4235333331363135
"2 BHK Apartment for Sale in Dem Icon, Kandivali West Mumbai",none,Rs 1.52 Cr ,602 sqft,May '25,https://www.magicbricks.com/dem-icon-kandivali-west-mumbai-pdpid-4d4235343036383133
"3 BHK Apartment for Sale in Link Garden, Andheri West Mumbai",none,Rs 4.25 Cr ,1050 sqft,to Move,https://www.magicbricks.com/link-garden-andheri-west-mumbai-pdpid-4d4235303839333433
"2 BHK Apartment for Sale in Veena Passcode Everything, Malad Mumbai",none,Rs 1.98 Cr ,673 sqft,Aug '25,https://www.magicbricks.com/veena-passcode-everything-malad-mumbai-pdpid-4d4235343131373933
"2 BHK Apartment for Sale in Shree Ram Krishna Garden, Mira Road East Mumbai",none,Rs 90 Lac ,570 sqft,Dec '26,https://www.magicbricks.com/shree-ram-krishna-garden-mira-road-east-mumbai-pdpid-4d4235343230373231
"2 BHK Apartment for Sale in Piramal Revanta, Mulund West Mumbai",none,Rs 2 Cr ,638 sqft,Dec '25,https://www.magicbricks.com/piramal-revanta-mulund-west-mumbai-pdpid-4d4235303938333339
"2 BHK Apartment for Sale in Shree Naman Towers, Kandivali West Mumbai",none,Rs 2.65 Cr ,765 sqft,to Move,https://www.magicbricks.com/shree-naman-towers-kandivali-west-mumbai-pdpid-4d4235303536303939
3 BHK Apartment for Sale in Ghatkopar East Mumbai,none,Rs 3.50 Cr ,986 sqft,to Move,no link
"3 BHK Apartment for Sale in Purva Clermont, Chembur Mumbai",Purva Clermont,Rs 4.43 Cr ,974 sqft,Oct '25,no link
"2 BHK Apartment for Sale in Sanghvi Infenia, Santacruz East Mumbai",none,Rs 2.70 Cr ,660 sqft,to Move,https://www.magicbricks.com/sanghvi-infenia-santacruz-east-mumbai-pdpid-4d4235333331333335
"2 BHK Apartment for Sale in Rising City, Ghatkopar Mumbai",Rising City,Rs 2.14 Cr ,825 sqft,Dec '26,no link
"3 BHK Apartment for Sale in One Meraki, Chembur Mumbai",none,Rs 7.80 Cr ,1711 sqft,to Move,https://www.magicbricks.com/one-meraki-chembur-mumbai-pdpid-4d4235333936353831
"2 BHK Apartment for Sale in Mahindra Vista, Kandivali East Mumbai",Mahindra Vista,Rs 1.86 Cr ,600 sqft,Dec '30,no link
"3 BHK Apartment for Sale in L and T Island Cove, Mahim Mumbai",none,Rs 5.50 Cr ,1127 sqft,Sep '28,https://www.magicbricks.com/l-and-t-island-cove-mahim-mumbai-pdpid-4d4235343230323135
"2 BHK Apartment for Sale in 7 Mahalaxmi, Lower Parel Mumbai",none,Rs 4.07 Cr ,784 sqft,Oct '31,https://www.magicbricks.com/7-mahalaxmi-lower-parel-mumbai-pdpid-4d4235343234313435
2 BHK Apartment for Sale in Goregaon West Mumbai,none,Rs 1.44 Cr ,548 sqft,Jun '25,no link
"3 BHK Apartment for Sale in PEARL PROVIDENCE, Jogeshwari West Mumbai",none,Rs 2.23 Cr ,928 sqft,Jun '28,https://www.magicbricks.com/pearl-providence-jogeshwari-west-mumbai-pdpid-4d4235343236323131
"3 BHK Apartment for Sale in Kanakia Silicon Valley, Powai Mumbai",none,Rs 4.65 Cr ,1054 sqft,Sep '26,https://www.magicbricks.com/kanakia-silicon-valley-powai-mumbai-pdpid-4d4235313336343131
"3 BHK Apartment for Sale in Rexon Aura, Goregaon West Mumbai",none,Rs 2.30 Cr ,828 sqft,Mar '26,https://www.magicbricks.com/rexon-aura-goregaon-west-mumbai-pdpid-4d4235343031393733
"2 BHK Apartment for Sale in Dimple Westwood, Kandivali West Mumbai",none,Rs 1.69 Cr ,643 sqft,Jun '26,https://www.magicbricks.com/dimple-westwood-kandivali-west-mumbai-pdpid-4d4235333838343439
"3 BHK Apartment for Sale in Hiranandani Empress Hill, Powai Mumbai",none,Rs 7.37 Cr ,1450 sqft,Dec '28,https://www.magicbricks.com/hiranandani-empress-hill-powai-mumbai-pdpid-4d4235343137303631
3 BHK Apartment for Sale in Juhu Mumbai,none,Rs 6.80 Cr ,1351 sqft,Jun '25,no link
"3 BHK Apartment for Sale in Lodha Riservo, Vikhroli West Mumbai",Lodha Riservo,Rs 3.24 Cr ,1074 sqft,Sep '28,no link
"2 BHK Apartment for Sale in Piramal Revanta, Mulund West Mumbai",Piramal Revanta,Rs 2.51 Cr ,854 sqft,Mar '27,no link
"2 BHK Apartment for Sale in Marathon Neovalley Narmada, Bhandup West Mumbai",Marathon Neovalley Narmada,Rs 1 Cr ,481 sqft,Dec '27,no link
"3 BHK Apartment for Sale in Swastik Pride, Chembur Mumbai",none,Rs 3.70 Cr ,1070 sqft,to Move,https://www.magicbricks.com/swastik-pride-chembur-mumbai-pdpid-4d4235303335303531
3 BHK Apartment for Sale in Khar West Mumbai,none,Rs 4.50 Cr ,1050 sqft,to Move,no link
2 BHK Apartment for Sale in Borivali West Mumbai,none,Rs 1.50 Cr ,621 sqft,Dec '25,no link
"2 BHK Apartment for Sale in Ekta Lake Riviera, Powai Mumbai",none,Rs 2.40 Cr ,800 sqft,to Move,https://www.magicbricks.com/ekta-lake-riviera-powai-mumbai-pdpid-4d4235303936313431
"2 BHK Apartment for Sale in Godrej Platinum, Vikhroli East Mumbai",none,Rs 2.95 Cr ,849 sqft,to Move,https://www.magicbricks.com/godrej-platinum-vikhroli-east-mumbai-pdpid-4d4235303232313331
"3 BHK Apartment for Sale in Arkade Crown, Borivali West Mumbai",none,Rs 5.25 Cr ,1196 sqft,to Move,https://www.magicbricks.com/arkade-crown-borivali-west-mumbai-pdpid-4d4235333332353537
"2 BHK Apartment for Sale in Manavsthal, Andheri East Mumbai",none,Rs 1.85 Cr ,900 sqft,to Move,https://www.magicbricks.com/manavsthal-andheri-east-mumbai-pdpid-4d4235303030383038
"3 BHK Apartment for Sale in Ajmera Manhattan, Wadala East Mumbai",none,Rs 4 Cr ,1023 sqft,Jan '26,https://www.magicbricks.com/ajmera-manhattan-wadala-east-mumbai-pdpid-4d4235333235393037
2 BHK Apartment for Sale in Goregaon East Mumbai,none,Rs 2.15 Cr ,657 sqft,to Move,no link
"3 BHK Apartment for Sale in Oberoi Springs, Andheri West Mumbai",none,Rs 4.50 Cr ,950 sqft,to Move,https://www.magicbricks.com/oberoi-springs-andheri-west-mumbai-pdpid-4d4235303230303038
"3 BHK Apartment for Sale in Lodha Bellagio, Powai Mumbai",none,Rs 6 Cr ,1205 sqft,Jun '25,https://www.magicbricks.com/lodha-bellagio-powai-mumbai-pdpid-4d4235333237323933
"3 BHK Apartment for Sale in I C Colony, Borivali West Mumbai",none,Rs 2.75 Cr ,943 sqyrd,Jun '25,https://www.magicbricks.com/i-c-colony-borivali-west-mumbai-pdpid-4d4235303031353139
"2 BHK Apartment for Sale in Sanghvi Infenia, Santacruz East Mumbai",none,Rs 3.01 Cr ,727 sqft,to Move,https://www.magicbricks.com/sanghvi-infenia-santacruz-east-mumbai-pdpid-4d4235333331333335
"2 BHK Apartment for Sale in Mahindra Vista, Kandivali East Mumbai",none,Rs 1.60 Cr ,653 sqft,Jun '29,https://www.magicbricks.com/mahindra-vista-kandivali-east-mumbai-pdpid-4d4235343138383837
"2 BHK Apartment for Sale in Antariksh Alpha, Ghatkopar East Mumbai",none,Rs 2.60 Cr ,775 sqft,Mar '26,https://www.magicbricks.com/antariksh-alpha-ghatkopar-east-mumbai-pdpid-4d4235343234303031
"2 BHK Apartment for Sale in L&T Emerald Isle, Powai Mumbai",none,Rs 3 Cr ,812 sqft,to Move,https://www.magicbricks.com/l&t-emerald-isle-powai-mumbai-pdpid-4d4235303131373931
3 BHK Apartment for Sale in Vile Parle East Mumbai,none,Rs 3.70 Cr ,813 sqft,to Move,no link
"2 BHK Apartment for Sale in Kalpataru Radiance, Goregaon West Mumbai",none,Rs 2.90 Cr ,881 sqft,to Move,https://www.magicbricks.com/kalpataru-radiance-goregaon-west-mumbai-pdpid-4d4235303231333830
"3 BHK Apartment for Sale in Lodha Kiara, Worli Mumbai",none,Rs 6.74 Cr ,1177 sqft,to Move,https://www.magicbricks.com/lodha-kiara-worli-mumbai-pdpid-4d4235303931343532
3 BHK Apartment for Sale in Powai Mumbai,none,Rs 5.38 Cr ,932 sqft,to Move,no link
3 BHK Apartment for Sale in Worli Mumbai,none,Rs 7.39 Cr ,1136 sqft,to Move,no link
"2 BHK Apartment for Sale in Modi Modirealty Vatvriksh, Goregaon West Mumbai",none,Rs 2 Cr ,674 sqft,to Move,https://www.magicbricks.com/modi-modirealty-vatvriksh-goregaon-west-mumbai-pdpid-4d4235333531353231
"3 BHK Apartment for Sale in Oberoi Exquisite II, Goregaon East Mumbai",none,Rs 6.54 Cr ,1081 sqft,to Move,https://www.magicbricks.com/oberoi-exquisite-ii-goregaon-east-mumbai-pdpid-4d4235303237393533
"3 BHK Apartment for Sale in Lodha Fiorenza, Goregaon East Mumbai",none,Rs 6.10 Cr ,1381 sqft,to Move,https://www.magicbricks.com/lodha-fiorenza-goregaon-east-mumbai-pdpid-4d4235303030373537
"2 BHK Apartment for Sale in Empire Tower, Andheri West Mumbai",none,Rs 2 Cr ,800 sqft,to Move,https://www.magicbricks.com/empire-tower-andheri-west-mumbai-pdpid-4d4235303238313037
3 BHK Apartment for Sale in Vile Parle East Mumbai,none,Rs 3.86 Cr ,965 sqft,to Move,no link
"2 BHK Apartment for Sale in Rustomjee Erika, Bandra East Mumbai",none,Rs 2 Cr ,580 sqft,to Move,https://www.magicbricks.com/rustomjee-erika-bandra-east-mumbai-pdpid-4d4235333236393433
"2 BHK Apartment for Sale in Supreme Boulevard, Chembur Mumbai",none,Rs 2.40 Cr ,758 sqft,Mar '29,https://www.magicbricks.com/supreme-boulevard-chembur-mumbai-pdpid-4d4235343234303531
"2 BHK Apartment for Sale in Runwal Bliss, Kanjurmarg East Mumbai",none,Rs 1.90 Cr ,695 sqft,to Move,https://www.magicbricks.com/runwal-bliss-kanjurmarg-east-mumbai-pdpid-4d4235303733343034
"2 BHK Apartment for Sale in Anutham, Mulund East Mumbai",none,Rs 1.56 Cr ,500 sqft,to Move,https://www.magicbricks.com/anutham-mulund-east-mumbai-pdpid-4d4235313533383139
"3 BHK Apartment for Sale in Kohinoor City, Kurla West Mumbai",none,Rs 3 Cr ,1100 sqft,to Move,https://www.magicbricks.com/kohinoor-city-kurla-west-mumbai-pdpid-4d4235303238373132
3 BHK Apartment for Sale in Shivaji Park Mumbai,none,Rs 5.50 Cr ,965 sqft,to Move,no link
"2 BHK Apartment for Sale in Adityaraj Breeze, Vikhroli East Mumbai",none,Rs 100 Lac ,510 sqft,to Move,https://www.magicbricks.com/adityaraj-breeze-vikhroli-east-mumbai-pdpid-4d4235333930313633
"3 BHK Apartment for Sale in Aaradhya One Earth, Ghatkopar East Mumbai",none,Rs 3.85 Cr ,1204 sqft,to Move,https://www.magicbricks.com/aaradhya-one-earth-ghatkopar-east-mumbai-pdpid-4d4235333936363731
"3 BHK Apartment for Sale in Kanakia Silicon Valley, Powai Mumbai",none,Rs 4.25 Cr ,1056 sqft,to Move,https://www.magicbricks.com/kanakia-silicon-valley-powai-mumbai-pdpid-4d4235313336343131
"2 BHK Apartment for Sale in Bitcon Elysium, Thakur Village, Kandivali East Mumbai",Bitcon Elysium,Rs 2 Cr ,678 sqft,Jun '27,no link
"2 BHK Apartment for Sale in Runwal Avenue, Kanjurmarg East Mumbai",Runwal Avenue,Rs 1.20 Cr ,489 sqft,Nov '25,no link
"2 BHK Apartment for Sale in L&T Emerald Isle, Powai Mumbai",none,Rs 3.60 Cr ,750 sqft,to Move,https://www.magicbricks.com/l&t-emerald-isle-powai-mumbai-pdpid-4d4235303131373931
"3 BHK Apartment for Sale in Trump Tower, Worli Mumbai",none,Rs 9.50 Cr ,1375 sqft,to Move,https://www.magicbricks.com/trump-tower-worli-mumbai-pdpid-4d4235303730383739
"2 BHK Apartment for Sale in Elegant Navratnamala CHS, Santacruz East Mumbai",none,Rs 2.15 Cr ,630 sqft,to Move,https://www.magicbricks.com/elegant-navratnamala-chs-santacruz-east-mumbai-pdpid-4d4235313036343131
"2 BHK Apartment for Sale in Space Residence II, Pleasant Park Mumbai",none,Rs 97.8 Lac ,687 sqft,Dec '26,https://www.magicbricks.com/space-residence-ii-pleasant-park-mumbai-pdpid-4d4235333936303331
"3 BHK Apartment for Sale in Trump Tower, Worli Mumbai",none,Rs 8.25 Cr ,1150 sqft,to Move,https://www.magicbricks.com/trump-tower-worli-mumbai-pdpid-4d4235303730383739
2 BHK Apartment for Sale in Vile Parle East Mumbai,none,Rs 3.69 Cr ,891 sqft,to Move,no link
"2 BHK Apartment for Sale in Astron, Kandivali East Mumbai",none,Rs 1.95 Cr ,631 sqft,to Move,https://www.magicbricks.com/astron-kandivali-east-mumbai-pdpid-4d4235303936363937
"2 BHK Apartment for Sale in Mahindra Vista, Kandivali East Mumbai",none,Rs 1.70 Cr ,773 sqft,Dec '27,https://www.magicbricks.com/mahindra-vista-kandivali-east-mumbai-pdpid-4d4235343138383837
"2 BHK Apartment for Sale in Lodha Fiorenza, Goregaon East Mumbai",none,Rs 3.50 Cr ,875 sqft,to Move,https://www.magicbricks.com/lodha-fiorenza-goregaon-east-mumbai-pdpid-4d4235303030373537
"2 BHK Apartment for Sale in Alpine Primo, Navneeth Colony Mumbai",none,Rs 2.06 Cr ,646 sqft,Dec '25,https://www.magicbricks.com/alpine-primo-navneeth-colony-mumbai-pdpid-4d4235333939393737
"3 BHK Apartment for Sale in Lokhandwala Minerva, Mahalakshmi Mumbai",none,Rs 13.50 Cr ,2058 sqft,to Move,https://www.magicbricks.com/lokhandwala-minerva-mahalakshmi-mumbai-pdpid-4d4235303230383330
"2 BHK Apartment for Sale in Sugee Marina Bay, Worli Naka Mumbai",none,Rs 5.17 Cr ,850 sqft,Dec '27,https://www.magicbricks.com/sugee-marina-bay-worli-naka-mumbai-pdpid-4d4235323332313631
2 BHK Apartment for Sale in Santacruz West Mumbai,none,Rs 4.10 Cr ,1200 sqft,to Move,no link
"2 BHK Apartment for Sale in Lodha Aura, Wadala Mumbai",none,Rs 3.85 Cr ,953 sqft,Dec '26,https://www.magicbricks.com/lodha-aura-wadala-mumbai-pdpid-4d4235333239353839
3 BHK Apartment for Sale in Mulund West Mumbai,none,Rs 3.79 Cr ,1300 sqft,Jun '29,no link
"3 BHK Apartment for Sale in Supreme Boulevard, Chembur Mumbai",none,Rs 3.78 Cr ,1068 sqft,Mar '29,https://www.magicbricks.com/supreme-boulevard-chembur-mumbai-pdpid-4d4235343234303531
