title,scoiety,price,area,when ready,link
"3 BHK Apartment for Sale in Dosti Mezzo 22, Sion East Mumbai",none,Rs 4.30 Cr ,958 sqft,of 29,https://www.magicbricks.com/dosti-mezzo-22-sion-east-mumbai-pdpid-4d4235333237313337
"2 BHK Apartment for Sale in Godrej Nest, Kandivali East Mumbai",none,Rs 1.80 Cr ,600 sqft,to Move,https://www.magicbricks.com/godrej-nest-kandivali-east-mumbai-pdpid-4d4235313236333739
2 BHK Apartment for Sale in Silver Park Mumbai,none,Rs 50 Lac ,396 sqft,to Move,no link
"3 BHK Apartment for Sale in Platinum Life, Andheri West Mumbai",none,Rs 3.15 Cr ,805 sqft,to Move,https://www.magicbricks.com/platinum-life-andheri-west-mumbai-pdpid-4d4235313231363731
"2 BHK Apartment for Sale in Blue Regency II, Kandivali West Mumbai",none,Rs 1.98 Cr ,771 sqft,to Move,https://www.magicbricks.com/blue-regency-ii-kandivali-west-mumbai-pdpid-4d4235303535383936
"2 BHK Apartment for Sale in DB Ozone, Mira Road Area Mumbai",none,Rs 70 Lac ,612 sqft,to Move,https://www.magicbricks.com/db-ozone-mira-road-mumbai-pdpid-4d4235303738323233
"3 BHK Apartment for Sale in Kanakia Silicon Valley, Powai Mumbai",none,Rs 3.30 Cr ,792 sqft,of 24,https://www.magicbricks.com/kanakia-silicon-valley-powai-mumbai-pdpid-4d4235313336343131
"3 BHK Apartment for Sale in Platinum Life, Andheri West Mumbai",none,Rs 2.94 Cr ,940 sqft,of 16,https://www.magicbricks.com/platinum-life-andheri-west-mumbai-pdpid-4d4235313231363731
"2 BHK Apartment for Sale in Neet And Geet CHS , Santacruz West Mumbai",none,Rs 1.80 Cr ,576 sqft,to Move,https://www.magicbricks.com/neet-and-geet-chs-santacruz-west-mumbai-pdpid-4d4235303934363031
"2 BHK Apartment for Sale in Khan Tower, Jogeshwari West Mumbai",none,Rs 1.65 Cr ,668 sqft,to Move,https://www.magicbricks.com/khan-tower-jogeshwari-west-mumbai-pdpid-4d4235303932313135
"2 BHK Apartment for Sale in Shankheswar Apartment, Ghatkopar East Mumbai",none,Rs 2 Cr ,648 sqft,to Move,https://www.magicbricks.com/shankheswar-apartment-ghatkopar-east-mumbai-pdpid-4d4235323337373135
"2 BHK Apartment for Sale in Pranay Vidya, Kandivali West Mumbai",none,Rs 2.25 Cr ,864 sqft,to Move,https://www.magicbricks.com/pranay-vidya-kandivali-west-mumbai-pdpid-4d4235313534373431
"2 BHK Apartment for Sale in Mithul Enclave, Chembur Mumbai",none,Rs 1.55 Cr ,610 sqft,to Move,https://www.magicbricks.com/mithul-enclave-chembur-mumbai-pdpid-4d4235303330333039
"2 BHK Apartment for Sale in Legend Siroya Level The Residences, Andheri West Mumbai",none,Rs 2.15 Cr ,703 sqft,to Move,https://www.magicbricks.com/legend-siroya-level-the-residences-andheri-west-mumbai-pdpid-4d4235313132373235
"3 BHK Apartment for Sale in Raheja Vista, Raheja Vihar Mumbai",none,Rs 3.45 Cr ,1296 sqft,to Move,https://www.magicbricks.com/raheja-vista-raheja-vihar-mumbai-pdpid-4d4235303030383235
"2 BHK Apartment for Sale in Piramal Aranya , Byculla Mumbai",none,Rs 4 Cr ,897 sqft,of 50,https://www.magicbricks.com/piramal-aranya-byculla-mumbai-pdpid-4d4235303933313135
"2 BHK Apartment for Sale in Wadhwa The Address, Ghatkopar West Mumbai",none,Rs 1.80 Cr ,756 sqft,to Move,https://www.magicbricks.com/wadhwa-the-address-ghatkopar-west-mumbai-pdpid-4d4235303136363236
"2 BHK Apartment for Sale in Raheja Vihar, Chandivali Mumbai",none,Rs 1.62 Cr ,648 sqft,to Move,https://www.magicbricks.com/raheja-vihar-chandivali-mumbai-pdpid-4d4235303139323330
"2 BHK Apartment for Sale in Lodha Eternis, Andheri East Mumbai",none,Rs 1.70 Cr ,758 sqft,to Move,https://www.magicbricks.com/lodha-eternis-andheri-east-mumbai-pdpid-4d4235303230383637
"2 BHK Apartment for Sale in Kanakia Levels, Malad East Mumbai",none,Rs 2.60 Cr ,756 sqft,to Move,https://www.magicbricks.com/kanakia-levels-malad-east-mumbai-pdpid-4d4235303231333437
"2 BHK Apartment for Sale in Laxmi Palace CHS, Netaji Subhash Nagar Mumbai",none,Rs 1.68 Cr ,794 sqft,to Move,https://www.magicbricks.com/laxmi-palace-chs-netaji-subhash-nagar-mumbai-pdpid-4d4235323238393439
2 BHK Apartment for Sale in Gaikwad Nagar Malvani Mumbai,none,Rs 98 Lac ,760 sqft,to Move,no link
"2 BHK Apartment for Sale in Raheja Sherwood, Goregaon East Mumbai",none,Rs 1.99 Cr ,749 sqft,to Move,https://www.magicbricks.com/raheja-sherwood-goregaon-east-mumbai-pdpid-4d4235303030383232
"2 BHK Apartment for Sale in Om Siddhi Building, Kandivali West Mumbai",none,Rs 1.20 Cr ,778 sqft,to Move,https://www.magicbricks.com/om-siddhi-building-kandivali-west-mumbai-pdpid-4d4235303031353832
"3 BHK Apartment for Sale in Oberoi Exquisite, Goregaon East Mumbai",none,Rs 6 Cr ,1187 sqft,to Move,https://www.magicbricks.com/oberoi-exquisite-goregaon-east-mumbai-pdpid-4d4235303030363031
"2 BHK Apartment for Sale in Bhoomi Park, Malad West Mumbai",none,Rs 1.60 Cr ,792 sqft,to Move,https://www.magicbricks.com/bhoomi-park-malad-west-mumbai-pdpid-4d4235303031363938
"2 BHK Apartment for Sale in Royal Palms, Goregaon East Mumbai",none,Rs 65 Lac ,572 sqft,to Move,https://www.magicbricks.com/royal-palms-goregaon-east-mumbai-pdpid-4d4235303031333432
"2 BHK Apartment for Sale in Green Tower, Gilbert Hill Mumbai",none,Rs 1.85 Cr ,684 sqft,to Move,https://www.magicbricks.com/green-tower-gilbert-hill-jjc-mumbai-pdpid-4d4235303031333230
"3 BHK Apartment for Sale in Rashmi Classic, Vasai Mumbai",none,Rs 1 Cr ,1050 sqft,to Move,https://www.magicbricks.com/rashmi-classic-vasai-mumbai-pdpid-4d4235303639393530
"2 BHK Apartment for Sale in Shapoorji Pallonji Joyville Palm Springs, Virar West Mumbai",none,Rs 58 Lac ,900 sqft,to Move,https://www.magicbricks.com/shapoorji-pallonji-joyville-palm-springs-virar-west-mumbai-pdpid-4d4235333233393733
"2 BHK Apartment for Sale in Godrej Central, Chembur Mumbai",none,Rs 1.90 Cr ,850 sqft,to Move,https://www.magicbricks.com/godrej-central-chembur-mumbai-pdpid-4d4235313836303733
"2 BHK Apartment for Sale in Gayatri Avenue, Thakur Complex Mumbai",none,Rs 1.65 Cr ,547 sqft,to Move,https://www.magicbricks.com/gayatri-avenue-thakur-complex-mumbai-pdpid-4d4235303239343734
"3 BHK Apartment for Sale in Oberoi Gardens, Kandivali East Mumbai",none,Rs 3 Cr ,932 sqft,to Move,https://www.magicbricks.com/oberoi-gardens-kandivali-east-mumbai-pdpid-4d4235303239343839
"3 BHK Apartment for Sale in Evershine Crown, Kandivali East Mumbai",none,Rs 2.50 Cr ,972 sqft,to Move,https://www.magicbricks.com/evershine-crown-kandivali-east-mumbai-pdpid-4d4235303237323832
"3 BHK Apartment for Sale in Oberoi Beachwood House, Juhu Mumbai",none,Rs 13 Cr ,1440 sqft,to Move,https://www.magicbricks.com/oberoi-beachwood-house-juhu-mumbai-pdpid-4d4235303337393538
"2 BHK Apartment for Sale in Nathani Heights, Mumbai Central Mumbai",none,Rs 3.60 Cr ,720 sqft,to Move,https://www.magicbricks.com/nathani-heights-mumbai-central-mumbai-pdpid-4d4235303338373033
"2 BHK Apartment for Sale in Aims Sea View, Bhayandar East Mumbai",none,Rs 85 Lac ,733 sqft,to Move,https://www.magicbricks.com/aims-sea-view-bhayandar-east-mumbai-pdpid-4d4235303431323231
"3 BHK Apartment for Sale in Kalpataru Sparkle, Bandra East Mumbai",none,Rs 6.70 Cr ,1080 sqft,to Move,https://www.magicbricks.com/kalpataru-sparkle-bandra-east-mumbai-pdpid-4d4235303330393636
"2 BHK Apartment for Sale in Blue Oasis II, Ekta Nagar Kandivali West Mumbai",none,Rs 93 Lac ,396 sqft,to Move,https://www.magicbricks.com/blue-oasis-ii-ekta-nagar-kandivali-west-mumbai-pdpid-4d4235303535383934
"2 BHK Apartment for Sale in Omkaar Shri, Sector 8 Charkop Mumbai",none,Rs 1.30 Cr ,528 sqft,to Move,https://www.magicbricks.com/omkaar-shri-charkop-sector-8-mumbai-pdpid-4d4235303536313236
"3 BHK Apartment for Sale in Silver Beliza Apartment, Santacruz West Mumbai",none,Rs 3.50 Cr ,720 sqft,to Move,https://www.magicbricks.com/silver-beliza-apartment-santacruz-west-mumbai-pdpid-4d4235303635353331
"2 BHK Apartment for Sale in Krishna Residency Atmaram Compound, Malad West Mumbai",none,Rs 2 Cr ,756 sqft,to Move,https://www.magicbricks.com/krishna-residency-atmaram-compound-malad-west-mumbai-pdpid-4d4235303539363538
"2 BHK Apartment for Sale in Highland Park, Mulund West Mumbai",none,Rs 87 Lac ,418 sqft,to Move,https://www.magicbricks.com/highland-park-mulund-west-mumbai-pdpid-4d4235303632313439
"3 BHK Apartment for Sale in Chheda Heights, Bhandup West Mumbai",none,Rs 1.94 Cr ,922 sqft,to Move,https://www.magicbricks.com/chheda-heights-bhandup-west-mumbai-pdpid-4d4235303436383530
3 BHK Apartment for Sale in Matunga Mumbai,none,Rs 5.80 Cr ,1074 sqft,to Move,no link
"2 BHK Apartment for Sale in Avenue 14, Hindu Colony Dadar East Mumbai",none,Rs 3.40 Cr ,702 sqft,to Move,https://www.magicbricks.com/avenue-14-hindu-colony-mumbai-pdpid-4d4235313134343835
"2 BHK Apartment for Sale in Malwani Vaishali CHS, Malvani Mumbai",none,Rs 70 Lac ,540 sqft,to Move,https://www.magicbricks.com/malwani-vaishali-chs-malvani-mumbai-pdpid-4d4235303930323237
"2 BHK Apartment for Sale in Brookhaven, Andheri East Mumbai",none,Rs 2.09 Cr ,1100 sqft,to Move,https://www.magicbricks.com/brookhaven-andheri-east-mumbai-pdpid-4d4235303031313435
"2 BHK Apartment for Sale in Panchsheel Gardens, Kandivali West Mumbai",none,Rs 1.30 Cr ,950 sqft,to Move,https://www.magicbricks.com/panchsheel-gardens-kandivali-west-mumbai-pdpid-4d4235303031353833
"3 BHK Apartment for Sale in Presidential Tower, Ghatkopar West Mumbai",none,Rs 2.97 Cr ,1516 sqft,to Move,https://www.magicbricks.com/presidential-tower-ghatkopar-west-mumbai-pdpid-4d4235303031353436
"2 BHK Apartment for Sale in Wadhwa Anmol Tower, Goregaon West Mumbai",none,Rs 2.20 Cr ,1400 sqft,to Move,https://www.magicbricks.com/wadhwa-anmol-tower-goregaon-west-mumbai-pdpid-4d4235303031333535
"2 BHK Apartment for Sale in Sumit Artista, Kalina Mumbai",none,Rs 1.90 Cr ,619 sqft,to Move,https://www.magicbricks.com/sumit-artista-kalina-mumbai-pdpid-4d4235303838383735
"2 BHK Apartment for Sale in Raheja Interface Heights, Malad West Mumbai",none,Rs 1.70 Cr ,1100 sqft,to Move,https://www.magicbricks.com/raheja-interface-heights-malad-west-mumbai-pdpid-4d4235303030383238
"3 BHK Apartment for Sale in Ackruti Aditya, Nana Chowk Area Mumbai",none,Rs 5.75 Cr ,1000 sqft,to Move,https://www.magicbricks.com/ackruti-aditya-nana-chowk-mumbai-pdpid-4d4235303239333933
"3 BHK Apartment for Sale in Runwal Reserve, Worli Mumbai",none,Rs 6.90 Cr ,2400 sqft,to Move,https://www.magicbricks.com/runwal-reserve-worli-mumbai-pdpid-4d4235313231323239
"2 BHK Apartment for Sale in Eden Gardens, Chembur Mumbai",none,Rs 1.66 Cr ,900 sqft,to Move,https://www.magicbricks.com/eden-gardens-chembur-mumbai-pdpid-4d4235313530323639
"2 BHK Apartment for Sale in Anant Bhoomi, Mahavir Nagar Kandivali West Mumbai",none,Rs 2.49 Cr ,808 sqft,of 33,https://www.magicbricks.com/anant-bhoomi-mahavir-nagar-kandivali-west-mumbai-pdpid-4d4235313136333439
"2 BHK Apartment for Sale in Dheeraj Heritage Residency, Santacruz West Mumbai",none,Rs 1.70 Cr ,425 sqft,to Move,https://www.magicbricks.com/dheeraj-heritage-residency-santacruz-west-mumbai-pdpid-4d4235313231323833
"3 BHK Apartment for Sale in K Mehta Shree Rasraj Tower, Borivali West Mumbai",none,Rs 3 Cr ,1100 sqft,to Move,https://www.magicbricks.com/k-mehta-shree-rasraj-tower-borivali-west-mumbai-pdpid-4d4235313133353439
"2 BHK Apartment for Sale in Sai Sagar Tower, Goregaon East Mumbai",none,Rs 1.71 Cr ,594 sqft,to Move,https://www.magicbricks.com/sai-sagar-tower-goregaon-east-mumbai-pdpid-4d4235303834373437
"2 BHK Apartment for Sale in Gagangiri Apartment, Vile Parle East Mumbai",none,Rs 2.50 Cr ,478 sqft,to Move,https://www.magicbricks.com/gagangiri-apartment-vile-parle-east-mumbai-pdpid-4d4235303831353031
"2 BHK Apartment for Sale in Veena Vihar Cooperative Housing Society, Sion East Mumbai",none,Rs 1.70 Cr ,468 sqft,to Move,https://www.magicbricks.com/veena-vihar-cooperative-housing-society-sion-east-mumbai-pdpid-4d4235323038313733
"2 BHK Apartment for Sale in Casa Bellisimo, Gorai 2 Mumbai",none,Rs 1.36 Cr ,900 sqft,to Move,https://www.magicbricks.com/casa-bellisimo-gorai-2-mumbai-pdpid-4d4235313236353731
"3 BHK Apartment for Sale in Birla KDI Juhu Ankur, JVPD Scheme Mumbai",none,Rs 5 Cr ,1300 sqft,to Move,https://www.magicbricks.com/birla-kdi-juhu-ankur-jvpd-scheme-mumbai-pdpid-4d4235313236383833
"3 BHK Apartment for Sale in Ekta WestBay, Bandra West Mumbai",none,Rs 5.18 Cr ,1500 sqft,of 22,https://www.magicbricks.com/ekta-westbay-bandra-west-mumbai-pdpid-4d4235313235323039
"2 BHK Apartment for Sale in DSK Madhukosh Phase 2, Andheri East Mumbai",none,Rs 1.25 Cr ,478 sqft,to Move,https://www.magicbricks.com/dsk-madhukosh-phase-2-andheri-east-mumbai-pdpid-4d4235323332323739
"3 BHK Apartment for Sale in Yogi Paradise, Yogi Nagar Mumbai",none,Rs 2.30 Cr ,900 sqft,to Move,https://www.magicbricks.com/yogi-paradise-yogi-nagar-mumbai-pdpid-4d4235303837343439
2 BHK Apartment for Sale in Shiv Srushti Kurla Mumbai,none,Rs 1.45 Cr ,650 sqft,of 5,no link
"2 BHK Apartment for Sale in Vasant Galaxy, Goregaon West Mumbai",none,Rs 1.95 Cr ,558 sqft,to Move,https://www.magicbricks.com/vasant-galaxy-goregaon-west-mumbai-pdpid-4d4235303030323938
"2 BHK Apartment for Sale in Wadhwa Anmol Tower, Goregaon West Mumbai",none,Rs 2.68 Cr ,612 sqft,to Move,https://www.magicbricks.com/wadhwa-anmol-tower-goregaon-west-mumbai-pdpid-4d4235303031333535
2 BHK Apartment for Sale in Mumbai Central Mumbai,none,Rs 35 Lac ,810 sqft,to Move,no link
"2 BHK Apartment for Sale in Gurukrupa By Westin Homes, Borivali West Mumbai",none,Rs 1.65 Cr ,605 sqft,to Move,https://www.magicbricks.com/gurukrupa-by-westin-homes-borivali-west-mumbai-pdpid-4d4235333334353833
"2 BHK Apartment for Sale in Ravi Gaurav Excellency, Mira Road Area Mumbai",none,Rs 60 Lac ,612 sqft,to Move,https://www.magicbricks.com/ravi-gaurav-excellency-mira-road-mumbai-pdpid-4d4235303236353233
"3 BHK Apartment for Sale in Dariya Mahal, Napean Sea Road Mumbai",none,Rs 7 Cr ,1008 sqft,to Move,https://www.magicbricks.com/dariya-mahal-napean-sea-road-mumbai-pdpid-4d4235303239343234
"2 BHK Apartment for Sale in Ashford Royale, Mulund West Mumbai",none,Rs 1.50 Cr ,562 sqft,of 40,https://www.magicbricks.com/ashford-royale-mulund-west-mumbai-pdpid-4d4235303233363033
"3 BHK Apartment for Sale in Hubtown Redwood and Rosewood, Mira Road Area Mumbai",none,Rs 1.75 Cr ,1094 sqft,to Move,https://www.magicbricks.com/hubtown-redwood-and-rosewood-mira-road-mumbai-pdpid-4d4235303236373234
"3 BHK Apartment for Sale in Evershine City, Vasai East Mumbai",none,Rs 38 Lac ,612 sqft,to Move,https://www.magicbricks.com/evershine-city-vasai-east-mumbai-pdpid-4d4235303330363935
"2 BHK Apartment for Sale in Darsshan Ricco, Lower Parel Mumbai",none,Rs 2.50 Cr ,684 sqft,to Move,https://www.magicbricks.com/darsshan-ricco-lower-parel-mumbai-pdpid-4d4235303330373636
"2 BHK Apartment for Sale in Vikas Paradise, Mulund West Mumbai",none,Rs 1.40 Cr ,504 sqft,to Move,https://www.magicbricks.com/vikas-paradise-mulund-west-mumbai-pdpid-4d4235303431353230
"2 BHK Apartment for Sale in Hitakshi Height, Mira Road Area Mumbai",none,Rs 72 Lac ,648 sqft,to Move,https://www.magicbricks.com/hitakshi-height-mira-road-mumbai-pdpid-4d4235303336393330
"3 BHK Apartment for Sale in North Bombay, Juhu Mumbai",none,Rs 4.50 Cr ,1080 sqft,to Move,https://www.magicbricks.com/north-bombay-juhu-mumbai-pdpid-4d4235303332323931
"2 BHK Apartment for Sale in Benzer Tower, Kandivali East Mumbai",none,Rs 1.40 Cr ,648 sqft,to Move,https://www.magicbricks.com/benzer-tower-kandivali-east-mumbai-pdpid-4d4235303535363434
"3 BHK Apartment for Sale in Ambrosia Apartment, Borivali East Mumbai",none,Rs 3 Cr ,1080 sqft,to Move,https://www.magicbricks.com/ambrosia-apartment-borivali-east-mumbai-pdpid-4d4235303437333333
"2 BHK Apartment for Sale in Akruti Hubtown, Mira Road Area Mumbai",none,Rs 80 Lac ,367 sqft,to Move,https://www.magicbricks.com/akruti-hubtown-mira-road-mumbai-pdpid-4d4235303734353536
"2 BHK Apartment for Sale in Pearl Residency, Andheri West Mumbai",none,Rs 2 Cr ,770 sqft,to Move,https://www.magicbricks.com/pearl-residency-andheri-west-mumbai-pdpid-4d4235303734393735
"2 BHK Apartment for Sale in Indra Darshan Apartment, Lokhandwala Complex Andheri West Mumbai",none,Rs 3 Cr ,828 sqft,to Move,https://www.magicbricks.com/indra-darshan-apartment-lokhandwala-complex-mumbai-pdpid-4d4235303433383335
"2 BHK Apartment for Sale in The Mornings Apartment, Bandra West Mumbai",none,Rs 2.60 Cr ,720 sqft,to Move,https://www.magicbricks.com/the-mornings-apartment-bandra-west-mumbai-pdpid-4d4235303435363930
"2 BHK Apartment for Sale in Shree Shakun Heights, Goregaon East Mumbai",none,Rs 1.85 Cr ,829 sqft,to Move,https://www.magicbricks.com/shree-shakun-heights-goregaon-east-mumbai-pdpid-4d4235303532363932
"2 BHK Apartment for Sale in Shepherd Residency, Goregaon West Mumbai",none,Rs 1.35 Cr ,499 sqft,to Move,https://www.magicbricks.com/shepherd-residency-goregaon-west-mumbai-pdpid-4d4235303532373935
"3 BHK Apartment for Sale in Aqua Residences, Andheri West Mumbai",none,Rs 1.90 Cr ,720 sqft,to Move,https://www.magicbricks.com/aqua-residences-andheri-west-mumbai-pdpid-4d4235323733343831
"2 BHK Apartment for Sale in MM Spectra, Shell Colony Mumbai",none,Rs 1.55 Cr ,1077 sqft,to Move,https://www.magicbricks.com/mm-spectra-shell-colony-mumbai-pdpid-4d4235303338353432
"2 BHK Apartment for Sale in Raj Legacy, Vikhroli West Mumbai",none,Rs 2 Cr ,925 sqft,to Move,https://www.magicbricks.com/raj-legacy-vikhroli-west-mumbai-pdpid-4d4235303030343339
"2 BHK Apartment for Sale in GBD Evana Heights, Parel Mumbai",none,Rs 2.40 Cr ,648 sqft,Dec '27,https://www.magicbricks.com/gbd-evana-heights-parel-mumbai-pdpid-4d4235343138333833
"2 BHK Apartment for Sale in Riviera Tower, Kandivali East Mumbai",none,Rs 1.75 Cr ,930 sqft,to Move,https://www.magicbricks.com/riviera-tower-kandivali-east-mumbai-pdpid-4d4235303535373932
"2 BHK Apartment for Sale in Sunteck One World, Naigaon East Mumbai",none,Rs 62 Lac ,850 sqft,to Move,https://www.magicbricks.com/sunteck-one-world-naigaon-east-mumbai-pdpid-4d4235333235373135
"2 BHK Apartment for Sale in Yash Signature, Deonar Govandi East Mumbai",none,Rs 2.55 Cr ,900 sqft,to Move,https://www.magicbricks.com/yash-signature-deonar-mumbai-pdpid-4d4235303931333437
"2 BHK Apartment for Sale in Presidential Tower, Ghatkopar West Mumbai",none,Rs 2.65 Cr ,850 sqft,to Move,https://www.magicbricks.com/presidential-tower-ghatkopar-west-mumbai-pdpid-4d4235303031353436
"2 BHK Apartment for Sale in Padmavati Tower, Bhayandar West Mumbai",none,Rs 1.25 Cr ,1050 sqft,to Move,https://www.magicbricks.com/padmavati-tower-bhayandar-west-mumbai-pdpid-4d4235303736323439
2 BHK Apartment for Sale in Cumballa Hill Mumbai,none,Rs 9.50 Cr ,1150 sqft,of 5,no link
"2 BHK Apartment for Sale in MICL Aaradhya Eastwind, Vikhroli East Mumbai",none,Rs 2.35 Cr ,644 sqft,to Move,https://www.magicbricks.com/micl-aaradhya-eastwind-vikhroli-east-mumbai-pdpid-4d4235313233343235
"3 BHK Apartment for Sale in Laxmi Apartment, Chunabhatti Mumbai",none,Rs 2.75 Cr ,700 sqft,to Move,https://www.magicbricks.com/laxmi-apartment-chunabhatti-mumbai-pdpid-4d4235303838323934
"2 BHK Apartment for Sale in Shree Krishna Eastern Winds, Kurla East Mumbai",none,Rs 1.60 Cr ,588 sqft,to Move,https://www.magicbricks.com/shree-krishna-eastern-winds-kurla-east-mumbai-pdpid-4d4235303733383036
"2 BHK Apartment for Sale in Mount Unique, Pedder Road Mumbai",none,Rs 10.50 Cr ,1340 sqft,to Move,https://www.magicbricks.com/mount-unique-pedder-road-mumbai-pdpid-4d4235303633343835
3 BHK Apartment for Sale in Virar West Mumbai,none,Rs 58.9 Lac ,996 sqft,to Move,no link
2 BHK Apartment for Sale in Chandivali Mumbai,none,Rs 2.10 Cr ,615 sqft,to Move,no link
"2 BHK Apartment for Sale in MICL Aaradhya High Park, Mira Road Area Mumbai",none,Rs 1.70 Cr ,605 sqft,to Move,https://www.magicbricks.com/micl-aaradhya-high-park-mira-road-mumbai-pdpid-4d4235313138303237
"2 BHK Apartment for Sale in Paras Co operative Housing Society Ltd., Malad West Mumbai",none,Rs 80 Lac ,550 sqft,to Move,https://www.magicbricks.com/paras-co-operative-housing-society-ltd.-malad-west-mumbai-pdpid-4d4235303539383231
"2 BHK Apartment for Sale in Jai ShankaRoadeep Apartment, Khar West Mumbai",none,Rs 4.50 Cr ,710 sqft,to Move,https://www.magicbricks.com/jai-shankaroadeep-apartment-khar-west-mumbai-pdpid-4d4235303537313933
"2 BHK Apartment for Sale in Evershine City, Vasai Mumbai",none,Rs 45.5 Lac ,600 sqft,to Move,https://www.magicbricks.com/evershine-city-vasai-mumbai-pdpid-4d4235303330363935
"2 BHK Apartment for Sale in Omkar Alta Monte, Malad East Mumbai",none,Rs 3.40 Cr ,1027 sqft,to Move,https://www.magicbricks.com/omkar-alta-monte-malad-east-mumbai-pdpid-4d4235303139393139
"3 BHK Apartment for Sale in Swayam Apartment, Mira Road Area Mumbai",none,Rs 1.40 Cr ,806 sqft,to Move,https://www.magicbricks.com/swayam-apartment-mira-road-mumbai-pdpid-4d4235303337303834
2 BHK Apartment for Sale in Bhayandar East Mumbai,none,Rs 70 Lac ,785 sqft,to Move,no link
"2 BHK Apartment for Sale in Sheth Auris Serinity, Malad West Mumbai",none,Rs 3 Cr ,807 sqft,to Move,https://www.magicbricks.com/sheth-auris-serinity-malad-west-mumbai-pdpid-4d4235303732313835
"2 BHK Apartment for Sale in Meer apartment, Grant Road Mumbai",none,Rs 1.70 Cr ,750 sqft,to Move,https://www.magicbricks.com/meer-apartment-grant-road-mumbai-pdpid-4d4235333939323031
"2 BHK Apartment for Sale in Ratan Heritage, Jogeshwari East Mumbai",Ratan Heritage,Rs 1.53 Cr ,652 sqft,Dec '25,no link
"2 BHK Apartment for Sale in Ruparel Niwas, Mulund West Mumbai",none,Rs 2.36 Cr ,844 sqft,Dec '27,https://www.magicbricks.com/ruparel-niwas-mulund-west-mumbai-pdpid-4d4235303632303932
"2 BHK Apartment for Sale in Kaul Heritage City, Vasai West Mumbai",none,Rs 63 Lac ,570 sqft,to Move,https://www.magicbricks.com/kaul-heritage-city-vasai-west-mumbai-pdpid-4d4235303836343431
"2 BHK Apartment for Sale in NG Suncity Phase 3, Kandivali East Mumbai",none,Rs 1.08 Cr ,650 sqft,of 10,https://www.magicbricks.com/ng-suncity-phase-3-kandivali-east-mumbai-pdpid-4d4235303138393334
"2 BHK Apartment for Sale in Peninsula Salsette 27, Byculla Mumbai",none,Rs 4.50 Cr ,798 sqft,to Move,https://www.magicbricks.com/peninsula-salsette-27-byculla-mumbai-pdpid-4d4235303936353337
3 BHK Apartment for Sale in Chembur East Mumbai,none,Rs 2.70 Cr ,900 sqft,to Move,no link
"3 BHK Apartment for Sale in Nobel House CHS, Andheri West Mumbai",none,Rs 3.80 Cr ,1060 sqft,to Move,https://www.magicbricks.com/nobel-house-chs-andheri-west-mumbai-pdpid-4d4235303433393436
"2 BHK Apartment for Sale in Lodha Patel Estate, Jogeshwari Mumbai",none,Rs 2.35 Cr ,656 sqft,to Move,https://www.magicbricks.com/lodha-patel-estate-jogeshwari-mumbai-pdpid-4d4235313132333135
2 BHK Apartment for Sale in Mira Road Area Mumbai,none,Rs 47 Lac ,525 sqft,to Move,no link
2 BHK Apartment for Sale in Kulupwadi Mumbai,none,Rs 1.50 Cr ,865 sqft,to Move,no link
2 BHK Apartment for Sale in Mangal Nagar Versova Mumbai,none,Rs 79.5 Lac ,1050 sqft,to Move,no link
2 BHK Builder Floor for Sale in Khira Nagar Mumbai,none,Rs 28.2 Lac ,825 sqft,to Move,no link
2 BHK Apartment for Sale in LIC Colony Borivali West Mumbai,none,Rs 1.10 Cr ,1100 sqft,to Move,no link
"2 BHK Apartment for Sale in Adhrit towers, Malad West Mumbai",none,Rs 2.10 Cr ,938 sqft,of 40,https://www.magicbricks.com/adhrit-towers-malad-west-mumbai-pdpid-4d4235313035373631
2 BHK Apartment for Sale in Teen Batti Mumbai,none,Rs 51.9 Lac ,Resale,Furnished,no link
3 BHK Apartment for Sale in Vasant Vihar Malabar Hill Mumbai,none,Rs 2.45 Cr ,1300 sqft,to Move,no link
2 BHK Apartment for Sale in Malad West Mumbai,none,Rs 90 Lac ,932 sqft,to Move,no link
2 BHK  House for Sale in Mahim West Mumbai,none,Rs 30 Lac ,200 sqft,to Move,no link
"3 BHK Apartment for Sale in swapna nagri mulund west, Swapna Nagari Mumbai",none,Rs 3 Cr ,1272 sqft,to Move,https://www.magicbricks.com/swapna-nagri-mulund-west-swapna-nagari-mumbai-pdpid-4d4235323038373935
"3 BHK Apartment for Sale in Asmita garden 2, Mira Road Area Mumbai",none,Rs 1.20 Cr ,1080 sqft,to Move,https://www.magicbricks.com/asmita-garden-2-mira-road-mumbai-pdpid-4d4235303336383439
"2 BHK Apartment for Sale in Veda, Gundavali Gaothan Mumbai",none,Rs 1.65 Cr ,550 sqft,to Move,https://www.magicbricks.com/veda-gundavali-gaothan-mumbai-pdpid-4d4235303933373237
2 BHK Apartment for Sale in Borivali East Mumbai,none,Rs 1.60 Cr ,672 sqft,to Move,no link
"3 BHK Apartment for Sale in Lodha Codename Never Before, Evershine Nagar Mumbai",none,Rs 3.30 Cr ,1031 sqft,to Move,https://www.magicbricks.com/lodha-codename-never-before-evershine-nagar-mumbai-pdpid-4d4235333938303731
"3 BHK Apartment for Sale in Deluxe, Santacruz East Mumbai",none,Rs 3 Cr ,860 sqft,to Move,https://www.magicbricks.com/deluxe-santacruz-east-mumbai-pdpid-4d4235313033363033
